TITLE,class,,
DATA TYPE,,,
ORIGIN,JASCO,,
OWNER,,,
DATE,21/09/28,,
TIME,16:40:25,,
SPECTROMETER/DATA SYSTEM,,,
LOCALE,1033,,
RESOLUTION,,,
DELTAX,-0.1,,
XUNITS,NANOMETERS,,
YUNITS,CD [mdeg],,
Y2UNITS,HT [V],,
Y3UNITS,ABSORBANCE,,
FIRSTX,260,,
LASTX,190,,
NPOINTS,701,,
FIRSTY,0.83055,,
MAXY,4.32487,,
MINY,-1.8525,,
XYDATA,,,
209.3,1.98642,274.095,0.986547
209.2,1.13313,274.051,0.986045
209.1,2.08705,274.245,0.988252
209,1.84739,274.187,0.987595
208.9,1.849,274.37,0.989674
208.8,2.48137,274.569,0.991942
208.7,0.653265,274.588,0.992158
208.6,2.7186,275.01,0.99696
208.5,1.55559,274.751,0.994016
208.4,3.13575,274.737,0.993855
208.3,1.23198,275.301,1.00027
208.2,2.14454,274.971,0.996523
208.1,2.703,275.124,0.998261
208,1.58039,275.424,1.00167
207.9,2.15718,275.359,1.00093
207.8,1.59986,275.486,1.00237
207.7,2.01715,275.482,1.00233
207.6,2.49646,275.593,1.00359
207.5,1.93778,275.772,1.00562
207.4,1.97704,275.957,1.00771
207.3,1.17543,275.946,1.00759
207.2,2.38291,276.066,1.00896
207.1,1.39319,276.424,1.01301
207,1.76581,276.277,1.01134
206.9,2.73542,276.425,1.01302
206.8,0.878928,276.52,1.0141
206.7,2.24206,276.672,1.01581
206.6,0.802062,276.451,1.01332
206.5,2.1278,276.504,1.01391
206.4,3.56362,276.804,1.01731
206.3,1.007,277.026,1.01982
206.2,2.45994,276.924,1.01866
206.1,1.77448,277.277,1.02265
206,2.29495,277.314,1.02307
205.9,1.57823,277.539,1.02562
205.8,0.0137225,277.47,1.02483
205.7,1.32512,277.585,1.02613
205.6,1.16629,277.812,1.02869
205.5,2.24733,277.899,1.02968
205.4,3.2892,277.881,1.02947
205.3,1.16122,278.029,1.03113
205.2,2.04004,278.271,1.03386
205.1,3.75452,278.44,1.03577
205,1.27869,278.325,1.03448
204.9,1.65946,278.482,1.03624
204.8,1.44829,278.636,1.03798
204.7,2.51464,278.934,1.04132
204.6,2.55563,278.92,1.04117
204.5,1.76853,279,1.04207
204.4,1.53209,279.29,1.04532
204.3,2.65634,279.468,1.04732
204.2,0.552181,279.647,1.04932
204.1,1.58379,279.893,1.05208
204,1.41435,279.854,1.05165
203.9,3.34531,279.92,1.0524
203.8,2.27726,280.213,1.05568
203.7,1.31627,280.073,1.0541
203.6,1.78281,280.606,1.06007
203.5,1.6849,280.466,1.0585
203.4,3.00801,280.834,1.06262
203.3,1.1295,280.751,1.06169
203.2,0.845323,281.029,1.06479
203.1,1.96149,281.152,1.06617
203,1.02733,280.857,1.06288
202.9,0.53894,281.324,1.06809
202.8,0.8829,281.756,1.07291
202.7,1.78744,281.517,1.07024
202.6,0.729113,281.506,1.07012
202.5,2.91794,281.961,1.07519
202.4,2.92456,282.183,1.07766
202.3,2.48549,282.231,1.0782
202.2,1.5475,282.31,1.07907
202.1,1.08375,282.575,1.08202
202,0.6826,282.745,1.08391
201.9,1.94531,283.017,1.08694
201.8,1.9684,283.419,1.0914
201.7,2.24841,283.46,1.09185
201.6,3.18508,283.466,1.09192
201.5,2.59808,283.561,1.09298
201.4,2.12212,283.858,1.09626
201.3,3.12243,283.987,1.09769
201.2,3.36981,283.958,1.09737
201.1,2.45777,284.186,1.09989
201,2.34416,284.442,1.10272
200.9,2.14882,284.474,1.10308
200.8,2.88486,284.737,1.10598
200.7,1.8885,284.838,1.1071
200.6,1.53712,285.054,1.10949
200.5,0.995651,285.427,1.1136
200.4,3.25412,285.464,1.11401
200.3,0.456273,285.733,1.11698
200.2,3.19426,285.845,1.11821
200.1,3.14563,286.14,1.12145
